Id de evento;Tipo;Fecha Evento;Título evento;Descripcion y Resumen Evento;Categorias;Subcategorias;Doble/Multiple Afectacion;Resolucion 1612;Resolucion 1820;Departmento;Municipio;Latitud;Longitud;Numero de afectados;Genero;Familia;Ocupacion;Etnia;Grupo poblacional;Edad;Estado;Condicion;Fecha de fuente;Tipo de fuente;Nombre de fuente;Fuente
912;Violencia;2024-03-11T00:00:00;Desplazamiento masivo de las veredas Las Lajas, La Salida, Bolivar y La Victoria del Consejo Comunitario La Voz de los Negros de Magüí - Nariño;.Nariño-Magui-lunes 11 marzo 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;Si;No;Nariño;Magüí Payán;1.765833333;-78.18277778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45371;Entidad Pública;Alcaldía;Sin Enlace
913;Violencia;2024-03-11T00:00:00;Desplazamiento masivo de las veredas Las Lajas, La Salida, Bolivar y La Victoria del Consejo Comunitario La Voz de los Negros de Magüí - Nariño;.Nariño-Magui-lunes 11 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Nariño;Magüí Payán;1.765833333;-78.18277778;478;Desconocido;211;Campesino(a) / Agricultor(a);AfroColombiano-AfroColombiano;Población en general;Sin información;Desconocido;Civil;45371;Entidad Pública;Alcaldía;Sin Enlace
914;Violencia;2024-03-11T00:00:00;Desplazamiento masivo de las veredas Las Lajas, La Salida, Bolivar y La Victoria del Consejo Comunitario La Voz de los Negros de Magüí - Nariño;.Nariño-Magui-lunes 11 marzo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;Si;No;Nariño;Magüí Payán;1.765833333;-78.18277778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45371;Entidad Pública;Alcaldía;Sin Enlace
915;Violencia;2024-03-11T00:00:00;Desplazamiento masivo de las veredas Las Lajas, La Salida, Bolivar y La Victoria del Consejo Comunitario La Voz de los Negros de Magüí - Nariño;.Nariño-Magui-lunes 11 marzo 2024;Acciones armadas;Hostigamiento;No;Si;No;Nariño;Magüí Payán;1.765833333;-78.18277778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45371;Entidad Pública;Alcaldía;Sin Enlace
916;Violencia;2024-03-11T00:00:00;Confinamiento en las veredas Zapotal, Naranjito y Pasto Consejo Comunitario Unión Patía Viejo de Roberto Payán - Nariño;.Nariño-Roberto Payán (San José)-lunes 11 marzo 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;Si;No;Nariño;Roberto Payán;1.696666667;-78.24527778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45372;Entidad Pública;Alcaldía;Sin Enlace
917;Violencia;2024-03-11T00:00:00;Confinamiento en las veredas Zapotal, Naranjito y Pasto Consejo Comunitario Unión Patía Viejo de Roberto Payán - Nariño;.Nariño-Roberto Payán (San José)-lunes 11 marzo 2024;Restricción al acceso humanitario;Confinamiento/Bloqueo de comunidades;No;Si;No;Nariño;Roberto Payán;1.696666667;-78.24527778;256;Desconocido;110;Campesino(a) / Agricultor(a);AfroColombiano-AfroColombiano;Población en general;Sin información;Desconocido;Civil;45372;Entidad Pública;Alcaldía;Sin Enlace
918;Violencia;2024-03-11T00:00:00;Confinamiento en las veredas Zapotal, Naranjito y Pasto Consejo Comunitario Unión Patía Viejo de Roberto Payán - Nariño;.Nariño-Roberto Payán (San José)-lunes 11 marzo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;Si;No;Nariño;Roberto Payán;1.696666667;-78.24527778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45372;Entidad Pública;Alcaldía;Sin Enlace
919;Violencia;2024-03-13T00:00:00;Desplazamiento masivo vereda Santa Catalina de El Charco - Nariño;.Nariño-El Charco-miércoles 13 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Nariño;El Charco;2.4775;-78.11111111;444;Desconocido;156;Campesino(a) / Agricultor(a);AfroColombiano-AfroColombiano;Población en general;Sin información;Desconocido;Civil;45373;Entidad Pública;Alcaldía;Sin Enlace
920;Violencia;2024-03-13T00:00:00;Desplazamiento masivo vereda Santa Catalina de El Charco - Nariño;.Nariño-El Charco-miércoles 13 marzo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;Si;No;Nariño;El Charco;2.4775;-78.11111111;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45373;Entidad Pública;Alcaldía;Sin Enlace
921;Violencia;2024-03-13T00:00:00;Desplazamiento masivo de la vereda Mata Palo de El Charco - Nariño;.Nariño-El Charco-miércoles 13 marzo 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;Si;No;Nariño;El Charco;2.4775;-78.11111111;0;Desconocido;0;Sin Información;AfroColombiano-AfroColombiano;Sin información;Sin información;No aplica;Desconocido;45372;Entidad Pública;Alcaldía;Sin Enlace
922;Violencia;2024-03-13T00:00:00;Desplazamiento masivo de la vereda Mata Palo de El Charco - Nariño;.Nariño-El Charco-miércoles 13 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Nariño;El Charco;2.4775;-78.11111111;238;Desconocido;96;Campesino(a) / Agricultor(a);AfroColombiano-AfroColombiano;Población en general;Sin información;Desconocido;Civil;45372;Entidad Pública;Alcaldía;Sin Enlace
923;Violencia;2024-03-15T00:00:00;Desplazamiento masivo de las veredas Las Lajas de Magüí y Guanamo de Roberto Payán - Nariño;.Nariño-Magui-viernes 15 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Nariño;Magüí Payán;1.765833333;-78.18277778;98;Desconocido;64;Campesino(a) / Agricultor(a);AfroColombiano-AfroColombiano;Población en general;Sin información;Desconocido;Civil;45374;Entidad Pública;Alcaldía;Sin Enlace
924;Violencia;2024-03-15T00:00:00;Desplazamiento masivo de las veredas Las Lajas de Magüí y Guanamo de Roberto Payán - Nariño;.Nariño-Magui-viernes 15 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Nariño;Roberto Payán;1.696666667;-78.24527778;84;Desconocido;40;Campesino(a) / Agricultor(a);AfroColombiano-AfroColombiano;Población en general;Sin información;No aplica;Civil;45374;Entidad Pública;Alcaldía;Sin Enlace
925;Violencia;2024-03-15T00:00:00;Desplazamiento masivo de las veredas Las Lajas de Magüí y Guanamo de Roberto Payán - Nariño;.Nariño-Magui-viernes 15 marzo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;Si;No;Nariño;Magüí Payán;1.765833333;-78.18277778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45374;Entidad Pública;Alcaldía;Sin Enlace
926;Violencia;2024-03-15T00:00:00;Desplazamiento masivo de las veredas Las Lajas de Magüí y Guanamo de Roberto Payán - Nariño;.Nariño-Magui-viernes 15 marzo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;Si;No;Nariño;Roberto Payán;1.696666667;-78.24527778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45374;Entidad Pública;Alcaldía;Sin Enlace
927;Violencia;2024-03-19T00:00:00;Desplazamiento masivo de las veredas Campo Alegre, El Diviso y La Piedra del corregimiento de Sanabría de Santa Bárbara de Iscuandé - Nariño;.Nariño-Santa Bárbara (Iscuandé)-martes 19 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Nariño;Santa Bárbara;5.874722222;-75.56611111;64;Desconocido;21;Campesino(a) / Agricultor(a);AfroColombiano-AfroColombiano;Población en general;Sin información;Desconocido;Civil;45373;Entidad Pública;Alcaldía;Sin Enlace
928;Violencia;2024-03-19T00:00:00;Desplazamiento masivo de las veredas Campo Alegre, El Diviso y La Piedra del corregimiento de Sanabría de Santa Bárbara de Iscuandé - Nariño;.Nariño-Santa Bárbara (Iscuandé)-martes 19 marzo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;Si;No;Nariño;Santa Bárbara;5.874722222;-75.56611111;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45373;Entidad Pública;Alcaldía;Sin Enlace
929;Violencia;2024-03-31T00:00:00;Hallan sacos con al parecer dos cuerpos de personas en zona rural del municipio de Dibulla;.La Guajira-Dibulla-domingo 31 marzo 2024;Ataques contra la población civil;Tortura;No;No;No;La Guajira;Dibulla;11.2725;-73.30888889;1;Femenino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45382;Prensa;Diario del Norte;https://diariodelnorte.net/judiciales/hallan-sacos-con-al-parecer-dos-cuerpos-de-personas-en-zona-rural-del-municipio-de-dibulla/
930;Violencia;2024-03-31T00:00:00;Hallan sacos con al parecer dos cuerpos de personas en zona rural del municipio de Dibulla;.La Guajira-Dibulla-domingo 31 marzo 2024;Ataques contra la población civil;Tortura;No;No;No;La Guajira;Dibulla;11.2725;-73.30888889;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45382;Prensa;Diario del Norte;https://diariodelnorte.net/judiciales/hallan-sacos-con-al-parecer-dos-cuerpos-de-personas-en-zona-rural-del-municipio-de-dibulla/
931;Violencia;2024-03-30T00:00:00;Un campesino herido tras combates en zona rural de Remedios;.Antioquia-Remedios-sábado 30 marzo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;No;No;Antioquia;Remedios;7.0275;-74.69388889;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Herido;Civil;45383;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/antioquia/un-campesino-herido-en-incursion-armada-del-clan-del-golfo-en-remedios-antioquia
932;Violencia;2024-03-24T00:00:00;Adelantan la búsqueda del joven comunero desaparecido;.Cauca-Cajibío-domingo 24 marzo 2024;Ataques contra la población civil;Desaparición forzada;No;No;No;Cauca;Cajibío;2.623333333;-76.57305556;1;Masculino;0;Otro;Indígena-Nasa;Población en general;Mayor de 18 años;Desconocido;Civil;45375;Prensa;periodicovirtual.com;https://periodicovirtual.com/adelantan-la-busqueda-del-joven-comunero-rubin-yesid-conda-ecue/
933;Violencia;2024-03-28T00:00:00;Cinco disidentes muertos y una menor herida deja fuertes combates en Argelia, Cauca;.Cauca-Argelia-jueves 28 marzo 2024;Acciones armadas;Combates;No;Si;No;Cauca;Argelia;2.255833333;-77.24916667;5;Desconocido;0;Combatiente;Sin información;Población en general;Desconocido;Muerto;Actor Armado no Estatal;45379;Prensa;periodicovirtual.com;https://periodicovirtual.com/cinco-disidentes-muertos-y-una-menor-herida-deja-fuertes-combates-en-argelia-cauca/
934;Violencia;2024-03-28T00:00:00;Cinco disidentes muertos y una menor herida deja fuertes combates en Argelia, Cauca;.Cauca-Argelia-jueves 28 marzo 2024;Uso de artefactos explosivos;Trampas explosivas- TE;No;Si;No;Cauca;Argelia;2.255833333;-77.24916667;1;Femenino;0;Otro;Sin información;Población en general;Menor de 18 años;Herido;Actor Armado no Estatal;45379;Prensa;periodicovirtual.com;https://periodicovirtual.com/cinco-disidentes-muertos-y-una-menor-herida-deja-fuertes-combates-en-argelia-cauca/
935;Violencia;2024-03-29T00:00:00;El Patía: joven campesino herido tras ataque con arma de fuego;.Cauca-Patía (El Bordo)-viernes 29 marzo 2024;Ataques contra la población civil;Atentado;No;No;No;Cauca;Patía;2.114166667;-76.98305556;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Herido;Civil;45380;Prensa;periodicovirtual.com;https://periodicovirtual.com/el-patia-joven-campesino-herido-tras-ataque-con-arma-de-fuego/
936;Violencia;2024-03-29T00:00:00;Encuentran el cadáver de un menor de edad en la zona rural de Bolívar, Cauca;.Cauca-Bolívar-viernes 29 marzo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;Si;No;Cauca;Bolívar;1.835833333;-76.96638889;1;Masculino;0;Sin Información;Sin información;Población en general;Menor de 18 años;Muerto;Civil;45380;Prensa;periodicovirtual.com;https://periodicovirtual.com/encuentran-el-cadaver-de-un-nino-en-la-zona-rural-de-bolivar-cauca/
937;Violencia;2024-03-17T00:00:00;Dos hombres  asesinados en la inspección del Tuparro en Cumaribo ;Dos hombres fueron asesinados a sangre fría en la inspección rural del Tuparro en Cumaribo De acuerdo con el relato del Inspector de Policía de Cumaribo, «unos hombres armados llegaron al establecimiento donde se encontraban las víctimas, los sacaron a la calle y los ultimaron con armas de fuego de largo alcance. Vichada-Cumaribo-domingo 17 marzo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Vichada;Cumaribo;4.446111111;-69.79555556;2;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Sin información;Sin información;Muerto;Desconocido;45372;Prensa;Sin información;https://elmorichal.com/vichada-cumaribo-doble-homicidio-en-el-tuparro/
938;Violencia;2024-03-11T00:00:00;Infracción a la misión médica Puerto Alegría - Amazonas;.Amazonas-Puerto Alegría-lunes 11 marzo 2024;Restricción al acceso humanitario;Ataques contra misión médica;No;No;No;Amazonas;Puerto Alegría;-1.005555556;-74.015;56;Desconocido;0;Campesino(a) / Agricultor(a);Indígena-Inga;Población en general;Sin información;No aplica;Civil;45373;Entidad Pública;Gobernacíón;Sin Enlace
939;Violencia;2024-03-11T00:00:00;Infracción a la misión médica Puerto Alegría - Amazonas;.Amazonas-Puerto Alegría-lunes 11 marzo 2024;Restricción al acceso humanitario;Ataques contra misión médica;No;No;No;Amazonas;Puerto Alegría;-1.005555556;-74.015;100;Desconocido;0;Campesino(a) / Agricultor(a);Indígena-Huitoto;Población en general;Sin información;No aplica;Civil;45373;Entidad Pública;Gobernacíón;Sin Enlace
940;Violencia;2024-03-16T00:00:00;Se suman 5 infracciones a la misión médica Puerto Santander - Amazonas durante el mes de marzo;.Amazonas-Puerto Santander-sábado 16 marzo 2024;Restricción al acceso humanitario;Ataques contra misión médica;No;No;No;Amazonas;Puerto Santander;-0.619166667;-72.38333333;97;Desconocido;0;Campesino(a) / Agricultor(a);Indígena-Yucuna;Población en general;Sin información;No aplica;Civil;45373;Entidad Pública;Comité Regulador de Urgencias, Emergencias y Desastres (CRUE);Sin Enlace
941;Violencia;2024-03-16T00:00:00;Se suman 5 infracciones a la misión médica Puerto Santander - Amazonas durante el mes de marzo;.Amazonas-Puerto Santander-sábado 16 marzo 2024;Restricción al acceso humanitario;Ataques contra misión médica;No;No;No;Amazonas;Puerto Santander;-0.619166667;-72.38333333;102;Desconocido;0;Campesino(a) / Agricultor(a);Indígena-Matapí;Población en general;Sin información;No aplica;Civil;45373;Entidad Pública;Comité Regulador de Urgencias, Emergencias y Desastres (CRUE);Sin Enlace
942;Violencia;2024-03-21T00:00:00;Posible caso de reclutamiento ;.Caquetá-San Vicente Del Caguán-jueves 21 marzo 2024;Ataques contra la población civil;Reclutamiento, vinculación y utilización de menores;No;Si;No;Caquetá;San Vicente del Caguán;2.115277778;-74.77;1;Femenino;0;Estudiante;Sin información;Sin información;Menor de 18 años;Desconocido;Desconocido;45372;Equipos Locales de Coordinación - ELC;ELC Caquetá;Sin Enlace
943;Violencia;2024-03-23T00:00:00;Confinamiento y desplazamiento en el municipio de López de Micay;.Cauca-López De Micay-sábado 23 marzo 2024;Restricción al acceso humanitario;Confinamiento/Bloqueo de comunidades;No;No;No;Cauca;López de Micay;2.846388889;-77.24722222;411;Desconocido;172;Sin Información;AfroColombiano-AfroColombiano;Población en general;Sin información;No aplica;Civil;45378;Entidad Pública;Alcaldía;CMJT 27 DE MARZO - Alcaldía municipal de López de Micay. 
944;Violencia;2024-03-23T00:00:00;Confinamiento y desplazamiento en el municipio de López de Micay;.Cauca-López De Micay-sábado 23 marzo 2024;Ataques contra la población civil;Control social (toques de queda, códigos de conducta, manuales de convivencia, carnetizando);Si;No;No;Cauca;López de Micay;2.846388889;-77.24722222;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45378;Entidad Pública;Alcaldía;CMJT 27 DE MARZO - Alcaldía municipal de López de Micay. 
945;Violencia;2024-03-20T00:00:00;Restricciones a la movilidad en el barrio Nuevo Lloró generadas por enfrentamientos entre GANE en Lloró (Chocó) ;.Chocó-Lloro-miércoles 20 marzo 2024;Restricción al acceso humanitario;Restricciones a la movilidad y sobre, u obstrucción de acceso a servicios y asistencia por parte de las poblaciones;No;No;No;Chocó;Lloró;5.498333333;-76.54138889;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45371;Equipos Locales de Coordinación - ELC;ELC Chocó;ELC Chocó
946;Violencia;2024-03-24T00:00:00;Homicidio de una lideresa social en casco urbano de Quibdó (Chocó);.Chocó-Quibdó-domingo 24 marzo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Quibdó;5.692277;-76.658192;1;Femenino;0;Lider(esa) Social;AfroColombiano-AfroColombiano;Población en general;Mayor de 18 años;Muerto;Civil;45375;Prensa;Chocó 7 días;https://www.facebook.com/share/p/dLtaytpYrF8iSbJh/?mibextid=oFDknk
947;Violencia;2024-03-23T00:00:00;Detonación controlada de Trampa Explosiva en inmediaciones a la carcel en Quibdó (Chocó);.Chocó-Quibdó-sábado 23 marzo 2024;Uso de artefactos explosivos;Trampas explosivas- TE;No;No;No;Chocó;Quibdó;5.692277;-76.658192;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45374;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
948;Violencia;2024-03-28T00:00:00;Desplazamiento masivo de comunidad indígena Eperara Siapidara de Olaya Herrera - Nariño;.Nariño-Olaya Herrera-jueves 28 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Nariño;Olaya Herrera;2.346944444;-78.32555556;228;Desconocido;56;Campesino(a) / Agricultor(a);Indígena-Eperara Siapidara;Población en general;Sin información;Desconocido;Civil;45384;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
949;Violencia;2024-03-28T00:00:00;Desplazamiento masivo de comunidad indígena Eperara Siapidara de Olaya Herrera - Nariño;.Nariño-Olaya Herrera-jueves 28 marzo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;Si;No;Nariño;Olaya Herrera;2.346944444;-78.32555556;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45384;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
950;Violencia;2024-03-28T00:00:00;Homicidio de Lider Comunicatrio ;.Caquetá-San Vicente Del Caguán-jueves 28 marzo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Caquetá;San Vicente del Caguán;2.115277778;-74.77;1;Masculino;0;Lider(esa) Comunitario (a);Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45379;Sociedad Civil;Sin información;Comunicado de Asociación Municipal de Colonos del Pato - A M C O P
951;Violencia;2024-03-16T00:00:00;Homicidio de una mujer en la Ye de San Luquitas, Morales, Bolívar;.Bolívar-Morales-sábado 16 marzo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Bolívar;Morales;8.276944444;-73.86666667;1;Femenino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45367;Entidad Pública;Alcaldía;Sin Enlace
952;Violencia;2024-03-12T00:00:00;Desplazamiento masivo en Leiva - Nariño;.Nariño,Nariño-Leiva,Leiva-martes 12 marzo 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;Si;No;Nariño;Leiva;1.933888889;-77.30527778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45384;Entidad Pública;Personería Municipal;Sin Enlace
953;Violencia;2024-03-12T00:00:00;Desplazamiento masivo en Leiva - Nariño;.Nariño,Nariño-Leiva,Leiva-martes 12 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Nariño;Leiva;1.933888889;-77.30527778;289;Desconocido;156;Campesino(a) / Agricultor(a);Sin información;Población en general;Sin información;No aplica;Civil;45384;Entidad Pública;Personería Municipal;Sin Enlace
954;Violencia;2024-03-12T00:00:00;Desplazamiento masivo en Leiva - Nariño;.Nariño,Nariño-Leiva,Leiva-martes 12 marzo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;Si;No;Nariño;Leiva;1.933888889;-77.30527778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45384;Entidad Pública;Personería Municipal;Sin Enlace
955;Violencia;2024-03-12T00:00:00;Desplazamiento masivo en Leiva - Nariño;.Nariño,Nariño-Leiva,Leiva-martes 12 marzo 2024;Restricción al acceso humanitario;Presencia de Minas Antipersonales (MAP) y Municiones Sin Explotar (MUSE);No;Si;No;Nariño;Leiva;1.933888889;-77.30527778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45384;Entidad Pública;Personería Municipal;Sin Enlace
956;Violencia;2024-03-29T00:00:00;Homicidio de un hombre en Alto Baudó;.Chocó-Alto Baudo-viernes 29 marzo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Alto Baudó;5.515277778;-76.97472222;1;Masculino;0;Sin Información;Indígena-Emberá;Población en general;Mayor de 18 años;Muerto;Civil;45380;Prensa;Chocó 7 días;https://choco7dias.com/alto-baudo-asesinan-lider-indigena-de-puesto-indio/
957;Violencia;2024-03-28T00:00:00;Combates entre GANE y fuerza pública en Jamundí;.Valle Del Cauca-Jamundí-Thursday, March 28, 2024;Acciones armadas;Combates;No;No;No;Valle Del Cauca;Jamundí;3.260833333;-76.53944444;0;Desconocido;0;Sin Información;Sin información;Sin información;Desconocido;No aplica;Desconocido;45379;Prensa;Diario de occidente;https://occidente.co/regionales/valle-del-cauca/combates-entre-ejercito-e-ilegales-en-jamundi-y-suarez/
958;Violencia;2024-03-27T00:00:00;Desplazamiento masivo de comunidad de del municipio Olaya Herrera (Nariño) hacia el municipio de Guapi (Cauca);.Cauca-Guapi-miércoles 27 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;No;No;Cauca;Guapi;2.569722222;-77.88611111;58;Desconocido;13;Otro;Indígena-Eperara Siapidara;Población en general;Sin información;No aplica;Desconocido;45385;Entidad Pública;Alcaldía;CMJT 
959;Violencia;2024-03-02T00:00:00;Retenes y e imposición de códigos de conducta a población civil por parte de GANE en Jamundí;.Valle Del Cauca-Jamundí-Saturday, March 2, 2024;Ataques contra la población civil;Control social (toques de queda, códigos de conducta, manuales de convivencia, carnetizando);No;No;No;Valle Del Cauca;Jamundí;3.260833333;-76.53944444;100;Desconocido;0;Sin Información;Sin información;Población en general;Sin información;No aplica;Civil;45354;Prensa;periodicovirtual.com;https://periodicovirtual.com/terror-en-jamundi-por-las-acciones-militares-de-las-disidencias-de-las-farc/
960;Violencia;2024-03-14T00:00:00;Panfletos alusivos a GANE en ciudadela Terranova, Jamundí;.Valle Del Cauca-Jamundí-Thursday, March 14, 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Valle Del Cauca;Jamundí;3.260833333;-76.53944444;300;Desconocido;0;Sin Información;Sin información;Población en general;Desconocido;No aplica;Civil;45354;Prensa;Sin Información;Sin Enlace
961;Violencia;2024-03-06T00:00:00;Desplazamiento forzado interveredal y confinamiento en Puerto Caicedo;.Putumayo-Puerto Caicedo-miércoles 6 marzo 2024;Restricción al acceso humanitario;Confinamiento/Bloqueo de comunidades;Si;Si;No;Putumayo;Puerto Caicedo;0.685;-76.60444444;93;Desconocido;44;Sin Información;Indígena-Nasa;Sin información;Sin información;No aplica;Desconocido;45357;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
962;Violencia;2024-03-06T00:00:00;Desplazamiento forzado interveredal y confinamiento en Puerto Caicedo;.Putumayo-Puerto Caicedo-miércoles 6 marzo 2024;Desplazamiento forzado;Desplazamiento individual;No;Si;No;Putumayo;Puerto Caicedo;0.685;-76.60444444;4;Desconocido;1;Sin Información;Indígena-Nasa;Sin información;Sin información;No aplica;Civil;45357;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
963;Violencia;2024-03-06T00:00:00;Desplazamiento forzado interveredal y confinamiento en Puerto Caicedo;.Putumayo-Puerto Caicedo-miércoles 6 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Putumayo;Puerto Caicedo;0.685;-76.60444444;93;Desconocido;44;Sin Información;Indígena-Nasa;Población en general;Sin información;No aplica;Civil;45357;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
964;Violencia;2024-03-20T00:00:00;Confinamiento y desplazamiento en Villagarzón, Putumayo;Putumayo-Villagarzón-martes 19 marzo 2024;Restricción al acceso humanitario;Confinamiento/Bloqueo de comunidades;Si;Si;No;Putumayo;Villagarzón;1.029444444;-76.61638889;294;Desconocido;107;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45371;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
965;Violencia;2024-03-20T00:00:00;Confinamiento y desplazamiento en Villagarzón, Putumayo;Putumayo-Villagarzón-martes 19 marzo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Putumayo;Villagarzón;1.029444444;-76.61638889;294;Desconocido;107;Sin Información;Indígena-Nasa;Sin información;Sin información;No aplica;Civil;45371;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
966;Violencia;2024-03-06T00:00:00;Asesinato a periodistas en el municipio de Buga, Valle del Cauca;.Valle Del Cauca-Buga-Wednesday, March 6, 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Valle Del Cauca;Buga;3.9;-76.30194444;1;Femenino;0;Periodista(a);Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45357;Radio;Blu Radio;https://www.bluradio.com/regiones/pacifico/asesinaron-a-una-pareja-de-esposos-en-zona-rural-de-buga-valle-rg10
967;Violencia;2024-03-06T00:00:00;Asesinato a periodistas en el municipio de Buga, Valle del Cauca;.Valle Del Cauca-Buga-Wednesday, March 6, 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Valle Del Cauca;Buga;3.9;-76.30194444;1;Masculino;0;Periodista(a);Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45357;Radio;Blu Radio;https://www.bluradio.com/regiones/pacifico/asesinaron-a-una-pareja-de-esposos-en-zona-rural-de-buga-valle-rg10
968;Violencia;2024-03-18T00:00:00;Secuestro a ganadero en Jamundí, Valle del Cauca ;.Valle Del Cauca-Jamundí-Monday, March 18, 2024;Ataques contra la población civil;Secuestro;No;No;No;Valle Del Cauca;Jamundí;3.260833333;-76.53944444;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Desconocido;Civil;45369;Equipos Locales de Coordinación - ELC;ELC Valle del Cauca;https://www.bluradio.com/regiones/pacifico/investigan-presunto-secuestro-de-un-ganadero-en-zona-rural-de-jamundi-valle-rg10
969;Violencia;2024-03-26T00:00:00;Combates entre GANE y fuerza pública en zona rural de Jamundí;.Valle Del Cauca-Jamundí-Tuesday, March 26, 2024;Acciones armadas;Combates;No;No;No;Valle Del Cauca;Jamundí;3.260833333;-76.53944444;0;Desconocido;0;Sin Información;Sin información;Población en general;Desconocido;No aplica;Civil;45378;Prensa;El Nuevo Siglo;https://periodicovirtual.com/combates-entre-soldados-y-disidentes-de-las-farc-en-jamundi-valle/
